936462318349979656	2018-05-25T00:13:57	2018-05-25T00:13:57Z	1058480271	api-ciudades-seguras-pdn	54.205.57.229	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=271240f7-ab67-401a-badf-0f2a5b36a76f fwd="152.200.162.87" dyno=web.1 connect=1ms service=40ms status=200 bytes=744 protocol=https 
936595654175244307	2018-05-25T09:03:47	2018-05-25T09:03:47Z	1058480271	api-ciudades-seguras-pdn	54.145.254.11	Syslog	Notice	heroku/web.1	Cycling 
936595654498205740	2018-05-25T09:03:47	2018-05-25T09:03:47Z	1058480271	api-ciudades-seguras-pdn	54.145.254.11	Syslog	Notice	heroku/web.1	State changed from up to starting 
936595657216110644	2018-05-25T09:03:47	2018-05-25T09:03:48Z	1058480271	api-ciudades-seguras-pdn	184.73.12.196	Syslog	Notice	heroku/web.1	Stopping all processes with SIGTERM 
936595659044835329	2018-05-25T09:03:48	2018-05-25T09:03:48Z	1058480271	api-ciudades-seguras-pdn	54.156.106.97	Syslog	Notice	heroku/web.1	Process exited with status 143 
936595678376382474	2018-05-25T09:03:52	2018-05-25T09:03:53Z	1058480271	api-ciudades-seguras-pdn	54.81.79.28	Syslog	Notice	heroku/web.1	Starting process with command `target/universal/stage/bin/ciudades_seguras -Dhttp.port=${PORT} -Dconfig.resource=production.conf` 
936595689227046923	2018-05-25T09:03:55	2018-05-25T09:03:55Z	1058480271	api-ciudades-seguras-pdn	54.221.143.25	Local7	Info	app/web.1	Setting JAVA_TOOL_OPTIONS defaults based on dyno size. Custom settings will override them. 
936595689529036800	2018-05-25T09:03:55	2018-05-25T09:03:56Z	1058480271	api-ciudades-seguras-pdn	54.221.143.25	Local7	Info	app/web.1	Picked up JAVA_TOOL_OPTIONS: -Xmx350m -Xss512k -Dfile.encoding=UTF-8  
936595699247235088	2018-05-25T09:03:57	2018-05-25T09:03:58Z	1058480271	api-ciudades-seguras-pdn	54.87.63.165	Local7	Info	app/web.1	SLF4J: Class path contains multiple SLF4J bindings. 
936595699557613600	2018-05-25T09:03:57	2018-05-25T09:03:58Z	1058480271	api-ciudades-seguras-pdn	54.87.63.165	Local7	Info	app/web.1	SLF4J: Found binding in [jar:file:/app/target/universal/stage/lib/ch.qos.logback.logback-classic-1.1.7.jar!/org/slf4j/impl/StaticLoggerBinder.class] 
936595699557613603	2018-05-25T09:03:57	2018-05-25T09:03:58Z	1058480271	api-ciudades-seguras-pdn	54.87.63.165	Local7	Info	app/web.1	SLF4J: Found binding in [jar:file:/app/target/universal/stage/lib/org.slf4j.slf4j-nop-1.6.4.jar!/org/slf4j/impl/StaticLoggerBinder.class] 
