926029160789987347	2018-04-26T05:16:18	2018-04-26T05:16:19Z	1058480271	api-ciudades-seguras-pdn	54.242.177.113	Syslog	Notice	heroku/web.1	Cycling 
926029161096171522	2018-04-26T05:16:18	2018-04-26T05:16:19Z	1058480271	api-ciudades-seguras-pdn	54.242.177.113	Syslog	Notice	heroku/web.1	State changed from up to starting 
926029164241899521	2018-04-26T05:16:19	2018-04-26T05:16:20Z	1058480271	api-ciudades-seguras-pdn	54.242.195.241	Syslog	Notice	heroku/web.1	Stopping all processes with SIGTERM 
926029169707073545	2018-04-26T05:16:20	2018-04-26T05:16:21Z	1058480271	api-ciudades-seguras-pdn	54.167.34.162	Syslog	Notice	heroku/web.1	Process exited with status 143 
926029188023603205	2018-04-26T05:16:25	2018-04-26T05:16:25Z	1058480271	api-ciudades-seguras-pdn	54.226.192.188	Syslog	Notice	heroku/web.1	Starting process with command `target/universal/stage/bin/ciudades_seguras -Dhttp.port=${PORT} -Dconfig.resource=production.conf` 
926029195602702337	2018-04-26T05:16:26	2018-04-26T05:16:27Z	1058480271	api-ciudades-seguras-pdn	54.224.80.178	Local7	Info	app/web.1	Setting JAVA_TOOL_OPTIONS defaults based on dyno size. Custom settings will override them. 
926029195908886532	2018-04-26T05:16:27	2018-04-26T05:16:27Z	1058480271	api-ciudades-seguras-pdn	54.224.80.178	Local7	Info	app/web.1	Picked up JAVA_TOOL_OPTIONS: -Xmx350m -Xss512k -Dfile.encoding=UTF-8  
926029208626008111	2018-04-26T05:16:30	2018-04-26T05:16:30Z	1058480271	api-ciudades-seguras-pdn	184.73.4.33	Local7	Info	app/web.1	SLF4J: Class path contains multiple SLF4J bindings. 
926029208932192263	2018-04-26T05:16:30	2018-04-26T05:16:30Z	1058480271	api-ciudades-seguras-pdn	184.73.4.33	Local7	Info	app/web.1	SLF4J: Found binding in [jar:file:/app/target/universal/stage/lib/ch.qos.logback.logback-classic-1.1.7.jar!/org/slf4j/impl/StaticLoggerBinder.class] 
926029208932192264	2018-04-26T05:16:30	2018-04-26T05:16:30Z	1058480271	api-ciudades-seguras-pdn	184.73.4.33	Local7	Info	app/web.1	SLF4J: Found binding in [jar:file:/app/target/universal/stage/lib/org.slf4j.slf4j-nop-1.6.4.jar!/org/slf4j/impl/StaticLoggerBinder.class] 
926029208932192265	2018-04-26T05:16:30	2018-04-26T05:16:30Z	1058480271	api-ciudades-seguras-pdn	184.73.4.33	Local7	Info	app/web.1	SLF4J: See http://www.slf4j.org/codes.html#multiple_bindings for an explanation. 
926029208932192266	2018-04-26T05:16:30	2018-04-26T05:16:30Z	1058480271	api-ciudades-seguras-pdn	184.73.4.33	Local7	Info	app/web.1	SLF4J: Actual binding is of type [ch.qos.logback.classic.util.ContextSelectorStaticBinder] 
926029222316224525	2018-04-26T05:16:33	2018-04-26T05:16:33Z	1058480271	api-ciudades-seguras-pdn	54.205.214.204	Local7	Info	app/web.1	[[33mwarn[0m] s.b.DatabaseConfig - Use `profile` instead of `driver`. The latter is deprecated since Slick 3.2 and will be removed. 
926029240087498753	2018-04-26T05:16:37	2018-04-26T05:16:38Z	1058480271	api-ciudades-seguras-pdn	54.159.141.140	Local7	Info	app/web.1	[[37minfo[0m] play.api.Play - Application started (Prod) 
926029240389488646	2018-04-26T05:16:37	2018-04-26T05:16:38Z	1058480271	api-ciudades-seguras-pdn	54.159.141.140	Local7	Info	app/web.1	[[37minfo[0m] p.c.s.NettyServer - Listening for HTTP on /0:0:0:0:0:0:0:0:18937 
926029241819746321	2018-04-26T05:16:38	2018-04-26T05:16:38Z	1058480271	api-ciudades-seguras-pdn	54.224.142.237	Syslog	Notice	heroku/web.1	State changed from starting to up 
926135322948550701	2018-04-26T12:18:09	2018-04-26T12:18:10Z	1058480271	api-ciudades-seguras-pdn	54.234.162.56	Local3	Info	heroku/router	at=info method=GET path="/robots.txt" host=api-ciudades-seguras-pdn.herokuapp.com request_id=b1d1c0b2-b138-4b11-9f85-58733fa88c62 fwd="66.249.64.88" dyno=web.1 connect=1ms service=414ms status=404 bytes=2259 protocol=https 
926176174102171676	2018-04-26T15:00:29	2018-04-26T15:00:29Z	1058480271	api-ciudades-seguras-pdn	54.234.162.56	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=be8433c6-62dd-4d3c-b092-f7a4ea9057e6 fwd="201.184.157.250" dyno=web.1 connect=0ms service=1714ms status=200 bytes=744 protocol=https 
926186264993615872	2018-04-26T15:40:35	2018-04-26T15:40:35Z	1058480271	api-ciudades-seguras-pdn	54.161.238.113	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=36efef04-4688-4e9d-8d87-865fb5cb2fb5 fwd="190.85.129.21" dyno=web.1 connect=0ms service=84ms status=200 bytes=744 protocol=https 
926191015705591827	2018-04-26T15:59:28	2018-04-26T15:59:28Z	1058480271	api-ciudades-seguras-pdn	184.73.65.158	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=39242da9-26f7-4cf3-9bce-bb33df190eb5 fwd="201.184.101.106" dyno=web.1 connect=1ms service=63ms status=200 bytes=744 protocol=https 
926193170155974667	2018-04-26T16:08:01	2018-04-26T16:08:02Z	1058480271	api-ciudades-seguras-pdn	54.226.192.188	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=88c63288-d8b3-4739-b834-bda92895c8c7 fwd="179.60.243.65" dyno=web.1 connect=0ms service=58ms status=200 bytes=744 protocol=https 
926194637575176225	2018-04-26T16:13:51	2018-04-26T16:13:51Z	1058480271	api-ciudades-seguras-pdn	54.205.57.229	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=ebfec792-7f21-408a-83c3-84ec3e8e2f12 fwd="179.18.41.98" dyno=web.1 connect=0ms service=167ms status=200 bytes=744 protocol=https 
926197387503489042	2018-04-26T16:24:47	2018-04-26T16:24:47Z	1058480271	api-ciudades-seguras-pdn	54.81.70.252	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=65781aef-384c-4863-9925-cc752d4b17ae fwd="66.249.89.155" dyno=web.1 connect=0ms service=140ms status=200 bytes=744 protocol=https 
926197388740800518	2018-04-26T16:24:47	2018-04-26T16:24:47Z	1058480271	api-ciudades-seguras-pdn	54.82.49.249	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=4e8abc02-32ff-4aa5-b47b-93234d98aca5 fwd="66.249.89.155" dyno=web.1 connect=1ms service=176ms status=200 bytes=744 protocol=https 
926198305917644819	2018-04-26T16:28:26	2018-04-26T16:28:26Z	1058480271	api-ciudades-seguras-pdn	54.224.70.0	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=1a911132-bab2-461f-8aa8-90da56fa86a9 fwd="66.249.89.139" dyno=web.1 connect=0ms service=179ms status=200 bytes=744 protocol=https 
926200570833420313	2018-04-26T16:37:26	2018-04-26T16:37:26Z	1058480271	api-ciudades-seguras-pdn	54.211.240.73	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=2aa14571-67a7-4d96-9747-1527d840d0f5 fwd="66.249.89.132" dyno=web.1 connect=0ms service=122ms status=200 bytes=744 protocol=https 
926200580157354034	2018-04-26T16:37:28	2018-04-26T16:37:28Z	1058480271	api-ciudades-seguras-pdn	54.163.36.144	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=301c62b2-70e5-4e36-a034-d45a0c3550c4 fwd="66.249.89.136" dyno=web.1 connect=1ms service=168ms status=200 bytes=744 protocol=https 
926203474025779224	2018-04-26T16:48:58	2018-04-26T16:48:58Z	1058480271	api-ciudades-seguras-pdn	54.224.70.0	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=55dca163-bf07-4fad-bf49-b51fd0750a09 fwd="201.184.101.106" dyno=web.1 connect=22ms service=111ms status=200 bytes=744 protocol=https 
926224193057083412	2018-04-26T18:11:18	2018-04-26T18:11:18Z	1058480271	api-ciudades-seguras-pdn	184.73.12.196	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=89068870-032f-46e0-83f0-df33a0f6accb fwd="201.184.101.106" dyno=web.1 connect=0ms service=65ms status=200 bytes=744 protocol=https 
926229640191291428	2018-04-26T18:32:56	2018-04-26T18:32:57Z	1058480271	api-ciudades-seguras-pdn	54.226.192.188	Local3	Info	heroku/router	at=info method=GET path="/api/v1/events/risk-objects" host=api-ciudades-seguras-pdn.herokuapp.com request_id=119456fe-c83c-40b6-8178-993b9662e23d fwd="201.184.101.106" dyno=web.1 connect=1ms service=184ms status=200 bytes=744 protocol=https 
